Edition,Report Type,Measure Name,State Name,Rank,Value,Score,Lower CI,Upper CI,Source,Source Year
2015,2015 Annual,"Poor Mental Health Days - $75,000 or More",Arizona,23,2.1,0,2.5,1.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Poor Mental Health Days - $75,000 or More",Arkansas,34,2.2,0.35,2.8,1.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Poor Mental Health Days - $75,000 or More",California,39,2.3,0.7,2.6,2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Poor Mental Health Days - $75,000 or More",Colorado,23,2.1,0,2.3,1.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Poor Mental Health Days - $75,000 or More",Connecticut,39,2.3,0.7,2.6,1.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Poor Mental Health Days - $75,000 or More",Delaware,49,2.5,1.4,3.2,1.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Poor Mental Health Days - $75,000 or More",Florida,16,2,-0.35,2.3,1.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Poor Mental Health Days - $75,000 or More",Georgia,23,2.1,0,2.5,1.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Poor Mental Health Days - $75,000 or More",Hawaii,8,1.8,-1.05,2.2,1.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Poor Mental Health Days - $75,000 or More",Idaho,13,1.9,-0.7,2.3,1.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Poor Mental Health Days - $75,000 or More",Illinois,34,2.2,0.35,2.6,1.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Poor Mental Health Days - $75,000 or More",Indiana,16,2,-0.35,2.3,1.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Poor Mental Health Days - $75,000 or More",Iowa,6,1.7,-1.4,2,1.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Poor Mental Health Days - $75,000 or More",Kansas,6,1.7,-1.4,1.9,1.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Poor Mental Health Days - $75,000 or More",Kentucky,16,2,-0.35,2.4,1.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Poor Mental Health Days - $75,000 or More",Louisiana,34,2.2,0.35,2.5,1.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Poor Mental Health Days - $75,000 or More",Maine,8,1.8,-1.05,2.1,1.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Poor Mental Health Days - $75,000 or More",Maryland,39,2.3,0.7,2.6,2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Poor Mental Health Days - $75,000 or More",Massachusetts,23,2.1,0,2.3,1.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Poor Mental Health Days - $75,000 or More",Michigan,34,2.2,0.35,2.5,1.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Poor Mental Health Days - $75,000 or More",Minnesota,4,1.6,-1.75,1.7,1.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Poor Mental Health Days - $75,000 or More",Mississippi,16,2,-0.35,2.7,1.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Poor Mental Health Days - $75,000 or More",Missouri,1,1.3,-2,1.6,1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Poor Mental Health Days - $75,000 or More",Montana,23,2.1,0,2.6,1.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Poor Mental Health Days - $75,000 or More",Nebraska,3,1.5,-2,1.7,1.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Poor Mental Health Days - $75,000 or More",Nevada,23,2.1,0,2.6,1.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Poor Mental Health Days - $75,000 or More",New Hampshire,16,2,-0.35,2.3,1.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Poor Mental Health Days - $75,000 or More",New Jersey,39,2.3,0.7,2.5,2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Poor Mental Health Days - $75,000 or More",New Mexico,23,2.1,0,2.5,1.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Poor Mental Health Days - $75,000 or More",New York,39,2.3,0.7,2.7,2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Poor Mental Health Days - $75,000 or More",North Carolina,16,2,-0.35,2.3,1.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Poor Mental Health Days - $75,000 or More",North Dakota,4,1.6,-1.75,1.9,1.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Poor Mental Health Days - $75,000 or More",Ohio,39,2.3,0.7,2.8,1.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Poor Mental Health Days - $75,000 or More",Oklahoma,47,2.4,1.05,2.8,2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Poor Mental Health Days - $75,000 or More",Oregon,23,2.1,0,2.4,1.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Poor Mental Health Days - $75,000 or More",Pennsylvania,39,2.3,0.7,2.6,2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Poor Mental Health Days - $75,000 or More",Rhode Island,8,1.8,-1.05,2.1,1.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Poor Mental Health Days - $75,000 or More",South Carolina,47,2.4,1.05,2.8,2.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Poor Mental Health Days - $75,000 or More",South Dakota,1,1.3,-2,1.7,1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Poor Mental Health Days - $75,000 or More",Tennessee,50,2.7,2,3.5,1.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Poor Mental Health Days - $75,000 or More",Texas,8,1.8,-1.05,2.1,1.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Poor Mental Health Days - $75,000 or More",Utah,23,2.1,0,2.3,1.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Poor Mental Health Days - $75,000 or More",Vermont,8,1.8,-1.05,2.1,1.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Poor Mental Health Days - $75,000 or More",Virginia,13,1.9,-0.7,2.3,1.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Poor Mental Health Days - $75,000 or More",Washington,23,2.1,0,2.4,1.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Poor Mental Health Days - $75,000 or More",West Virginia,34,2.2,0.35,2.6,1.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Poor Mental Health Days - $75,000 or More",Wisconsin,13,1.9,-0.7,2.3,1.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Poor Mental Health Days - $75,000 or More",Wyoming,16,2,-0.35,2.3,1.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Poor Mental Health Days - $75,000 or More",United States,,2.1,,2.2,2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Poor Mental Health Days - $75,000 or More",District of Columbia,,1.8,,2.2,1.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 18-44,Alabama,47,5,1.75,5.4,4.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 18-44,Alaska,3,3.2,-1.4,3.7,2.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 18-44,Arizona,24,4.1,0.18,4.5,3.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 18-44,Arkansas,41,4.6,1.05,5.3,3.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 18-44,California,10,3.6,-0.7,3.9,3.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 18-44,Colorado,10,3.6,-0.7,3.9,3.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 18-44,Connecticut,29,4.2,0.35,4.6,3.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 18-44,Delaware,18,3.9,-0.18,4.5,3.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 18-44,Florida,18,3.9,-0.18,4.4,3.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 18-44,Georgia,24,4.1,0.18,4.6,3.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 18-44,Hawaii,1,3,-1.75,3.4,2.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 18-44,Idaho,10,3.6,-0.7,4.1,3.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 18-44,Illinois,21,4,0,4.4,3.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 18-44,Indiana,43,4.8,1.4,5.2,4.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 18-44,Iowa,14,3.7,-0.53,4.1,3.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 18-44,Kansas,5,3.3,-1.23,3.5,3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 18-44,Kentucky,49,5.2,2,5.7,4.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 18-44,Louisiana,24,4.1,0.18,4.5,3.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 18-44,Maine,35,4.4,0.7,4.8,3.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 18-44,Maryland,21,4,0,4.5,3.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 18-44,Massachusetts,35,4.4,0.7,4.8,4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 18-44,Michigan,43,4.8,1.4,5.3,4.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 18-44,Minnesota,7,3.4,-1.05,3.7,3.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 18-44,Mississippi,42,4.7,1.23,5.4,4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 18-44,Missouri,24,4.1,0.18,4.6,3.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 18-44,Montana,16,3.8,-0.35,4.3,3.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 18-44,Nebraska,5,3.3,-1.23,3.5,3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 18-44,Nevada,21,4,0,4.7,3.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 18-44,New Hampshire,35,4.4,0.7,5,3.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 18-44,New Jersey,14,3.7,-0.53,4.1,3.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 18-44,New Mexico,33,4.3,0.53,4.8,3.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 18-44,New York,24,4.1,0.18,4.6,3.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 18-44,North Carolina,16,3.8,-0.35,4.2,3.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 18-44,North Dakota,3,3.2,-1.4,3.7,2.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 18-44,Ohio,47,5,1.75,5.5,4.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 18-44,Oklahoma,33,4.3,0.53,4.7,3.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 18-44,Oregon,45,4.9,1.58,5.4,4.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 18-44,Pennsylvania,35,4.4,0.7,4.8,4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 18-44,Rhode Island,29,4.2,0.35,4.7,3.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 18-44,South Carolina,40,4.5,0.88,4.9,4.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 18-44,South Dakota,7,3.4,-1.05,3.9,2.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 18-44,Tennessee,50,5.3,2,6.1,4.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 18-44,Texas,2,3.1,-1.58,3.4,2.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 18-44,Utah,18,3.9,-0.18,4.2,3.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 18-44,Vermont,35,4.4,0.7,4.8,4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 18-44,Virginia,9,3.5,-0.88,3.8,3.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 18-44,Washington,29,4.2,0.35,4.6,3.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 18-44,West Virginia,45,4.9,1.58,5.4,4.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 18-44,Wisconsin,29,4.2,0.35,4.6,3.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 18-44,Wyoming,10,3.6,-0.7,4.2,3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 18-44,United States,,4,,4.1,3.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 18-44,District of Columbia,,3.3,,4,2.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 45-64,Alabama,49,5.2,1.86,5.6,4.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 45-64,Alaska,9,3.2,-1,3.7,2.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 45-64,Arizona,24,3.7,-0.29,4,3.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 45-64,Arkansas,47,5.1,1.72,5.8,4.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 45-64,California,30,3.9,0,4.3,3.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 45-64,Colorado,9,3.2,-1,3.4,3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 45-64,Connecticut,24,3.7,-0.29,4,3.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 45-64,Delaware,27,3.8,-0.14,4.3,3.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 45-64,Florida,43,4.6,1,5,4.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 45-64,Georgia,38,4.3,0.57,4.8,3.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 45-64,Hawaii,6,3,-1.29,3.4,2.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 45-64,Idaho,14,3.4,-0.72,3.8,2.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 45-64,Illinois,18,3.5,-0.57,4,3.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 45-64,Indiana,34,4.2,0.43,4.5,3.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 45-64,Iowa,5,2.9,-1.43,3.2,2.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 45-64,Kansas,14,3.4,-0.72,3.7,3.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 45-64,Kentucky,46,4.7,1.14,5.2,4.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 45-64,Louisiana,38,4.3,0.57,4.7,3.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 45-64,Maine,34,4.2,0.43,4.6,3.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 45-64,Maryland,6,3,-1.29,3.3,2.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 45-64,Massachusetts,34,4.2,0.43,4.5,3.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 45-64,Michigan,38,4.3,0.57,4.7,3.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 45-64,Minnesota,2,2.7,-1.72,2.9,2.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 45-64,Mississippi,43,4.6,1,5.2,4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 45-64,Missouri,27,3.8,-0.14,4.2,3.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 45-64,Montana,18,3.5,-0.57,3.9,3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 45-64,Nebraska,2,2.7,-1.72,2.9,2.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 45-64,Nevada,6,3,-1.29,3.5,2.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 45-64,New Hampshire,9,3.2,-1,3.6,2.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 45-64,New Jersey,18,3.5,-0.57,3.8,3.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 45-64,New Mexico,34,4.2,0.43,4.6,3.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 45-64,New York,21,3.6,-0.43,4,3.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 45-64,North Carolina,30,3.9,0,4.3,3.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 45-64,North Dakota,2,2.7,-1.72,3.1,2.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 45-64,Ohio,32,4,0.14,4.4,3.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 45-64,Oklahoma,43,4.6,1,5,4.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 45-64,Oregon,32,4,0.14,4.4,3.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 45-64,Pennsylvania,38,4.3,0.57,4.7,4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 45-64,Rhode Island,24,3.7,-0.29,4.1,3.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 45-64,South Carolina,42,4.5,0.86,4.9,4.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 45-64,South Dakota,1,2.4,-2,2.8,2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 45-64,Tennessee,47,5.1,1.72,5.7,4.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 45-64,Texas,14,3.4,-0.72,3.8,3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 45-64,Utah,9,3.2,-1,3.5,3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 45-64,Vermont,13,3.3,-0.86,3.6,3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 45-64,Virginia,21,3.6,-0.43,3.9,3.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 45-64,Washington,21,3.6,-0.43,3.9,3.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 45-64,West Virginia,50,5.4,2,5.9,5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 45-64,Wisconsin,27,3.8,-0.14,4.2,3.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 45-64,Wyoming,14,3.4,-0.72,3.8,2.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 45-64,United States,,3.9,,4,3.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 45-64,District of Columbia,,3.9,,4.7,3.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 65+,Alabama,48,2.9,1.38,3.3,2.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 65+,Alaska,9,2,-1.11,2.5,1.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 65+,Arizona,30,2.4,0,2.7,2.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 65+,Arkansas,39,2.6,0.55,3,2.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 65+,California,45,2.8,1.11,3.3,2.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 65+,Colorado,9,2,-1.11,2.2,1.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 65+,Connecticut,19,2.2,-0.55,2.6,1.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 65+,Delaware,30,2.4,0,2.9,1.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 65+,Florida,25,2.3,-0.28,2.6,2.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 65+,Georgia,40,2.7,0.83,3.1,2.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 65+,Hawaii,2,1.7,-1.93,2,1.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 65+,Idaho,14,2.1,-0.83,2.4,1.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 65+,Illinois,30,2.4,0,2.8,2.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 65+,Indiana,30,2.4,0,2.7,2.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 65+,Iowa,6,1.8,-1.66,2.1,1.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 65+,Kansas,2,1.7,-1.93,1.9,1.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 65+,Kentucky,30,2.4,0,2.7,2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 65+,Louisiana,40,2.7,0.83,3.1,2.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 65+,Maine,14,2.1,-0.83,2.3,1.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 65+,Maryland,19,2.2,-0.55,2.5,1.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 65+,Massachusetts,9,2,-1.11,2.3,1.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 65+,Michigan,25,2.3,-0.28,2.6,2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 65+,Minnesota,2,1.7,-1.93,1.9,1.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 65+,Mississippi,19,2.2,-0.55,2.7,1.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Poor Mental Health Days - Ages 65+,Missouri,30,2.4,0,2.8,2.1,"CDC, Behavioral Risk Factor Surveillance System",2014
